cdid,COMMODITY,AREA,DIRECTION,BASIS,PRICE,SEASADJ,PERIOD
SJPB,66P,B5,EX,BOP,CP,SA,A
SJPB,66P,B5,EX,BOP,CP,SA,M
SJPB,66P,B5,EX,BOP,CP,SA,Q
SJPE,66P,B5,EX,BOP,CVM,SA,A
SJPE,66P,B5,EX,BOP,CVM,SA,M
SJPE,66P,B5,EX,BOP,CVM,SA,Q
SJPO,66P,B5,IM,BOP,CP,SA,A
SJPO,66P,B5,IM,BOP,CP,SA,M
SJPO,66P,B5,IM,BOP,CP,SA,Q
SJPR,66P,B5,IM,BOP,CVM,SA,A
SJPR,66P,B5,IM,BOP,CVM,SA,M
SJPR,66P,B5,IM,BOP,CVM,SA,Q
SJQB,66P,D5,EX,BOP,CP,SA,A
SJQB,66P,D5,EX,BOP,CP,SA,M
SJQB,66P,D5,EX,BOP,CP,SA,Q
SJQE,66P,D5,EX,BOP,CVM,SA,A
SJQE,66P,D5,EX,BOP,CVM,SA,M
SJQE,66P,D5,EX,BOP,CVM,SA,Q
SJQO,66P,D5,IM,BOP,CP,SA,A
SJQO,66P,D5,IM,BOP,CP,SA,M
SJQO,66P,D5,IM,BOP,CP,SA,Q
SJQR,66P,D5,IM,BOP,CVM,SA,A
SJQR,66P,D5,IM,BOP,CVM,SA,M
SJQR,66P,D5,IM,BOP,CVM,SA,Q
QALQ,66P,W1,BAL,BOP,CP,SA,A
QALQ,66P,W1,BAL,BOP,CP,SA,M
QALQ,66P,W1,BAL,BOP,CP,SA,Q
QALO,66P,W1,EX,BOP,CP,SA,A
QALO,66P,W1,EX,BOP,CP,SA,M
QALO,66P,W1,EX,BOP,CP,SA,Q
BPBV,66P,W1,EX,BOP,CVM,SA,A
BPBV,66P,W1,EX,BOP,CVM,SA,M
BPBV,66P,W1,EX,BOP,CVM,SA,Q
QALP,66P,W1,IM,BOP,CP,SA,A
QALP,66P,W1,IM,BOP,CP,SA,M
QALP,66P,W1,IM,BOP,CP,SA,Q
BQDD,66P,W1,IM,BOP,CVM,SA,A
BQDD,66P,W1,IM,BOP,CVM,SA,M
BQDD,66P,W1,IM,BOP,CVM,SA,Q
SJRB,67,B5,EX,BOP,CP,SA,A
SJRB,67,B5,EX,BOP,CP,SA,M
SJRB,67,B5,EX,BOP,CP,SA,Q
SJRE,67,B5,EX,BOP,CVM,SA,A
SJRE,67,B5,EX,BOP,CVM,SA,M
SJRE,67,B5,EX,BOP,CVM,SA,Q
SJRO,67,B5,IM,BOP,CP,SA,A
SJRO,67,B5,IM,BOP,CP,SA,M
SJRO,67,B5,IM,BOP,CP,SA,Q
SJRR,67,B5,IM,BOP,CVM,SA,A
SJRR,67,B5,IM,BOP,CVM,SA,M
SJRR,67,B5,IM,BOP,CVM,SA,Q
SJSB,67,D5,EX,BOP,CP,SA,A
SJSB,67,D5,EX,BOP,CP,SA,M
SJSB,67,D5,EX,BOP,CP,SA,Q
SJSE,67,D5,EX,BOP,CVM,SA,A
SJSE,67,D5,EX,BOP,CVM,SA,M
SJSE,67,D5,EX,BOP,CVM,SA,Q
SJSO,67,D5,IM,BOP,CP,SA,A
SJSO,67,D5,IM,BOP,CP,SA,M
SJSO,67,D5,IM,BOP,CP,SA,Q
SJSR,67,D5,IM,BOP,CVM,SA,A
SJSR,67,D5,IM,BOP,CVM,SA,M
SJSR,67,D5,IM,BOP,CVM,SA,Q
EHBT,67,W1,BAL,BOP,CP,SA,A
EHBT,67,W1,BAL,BOP,CP,SA,M
EHBT,67,W1,BAL,BOP,CP,SA,Q
BQQF,67,W1,EX,BOP,CP,SA,A
BQQF,67,W1,EX,BOP,CP,SA,M
BQQF,67,W1,EX,BOP,CP,SA,Q
OGLF,67,W1,EX,BOP,CVM,SA,A
OGLF,67,W1,EX,BOP,CVM,SA,M
OGLF,67,W1,EX,BOP,CVM,SA,Q
EHAL,67,W1,IM,BOP,CP,SA,A
EHAL,67,W1,IM,BOP,CP,SA,M
EHAL,67,W1,IM,BOP,CP,SA,Q
OGTD,67,W1,IM,BOP,CVM,SA,A
OGTD,67,W1,IM,BOP,CVM,SA,M
OGTD,67,W1,IM,BOP,CVM,SA,Q
SJVB,68,B5,EX,BOP,CP,SA,A
SJVB,68,B5,EX,BOP,CP,SA,M
SJVB,68,B5,EX,BOP,CP,SA,Q
SJVF,68,B5,EX,BOP,CVM,SA,A
SJVF,68,B5,EX,BOP,CVM,SA,M
SJVF,68,B5,EX,BOP,CVM,SA,Q
SJVP,68,B5,IM,BOP,CP,SA,A
SJVP,68,B5,IM,BOP,CP,SA,M
SJVP,68,B5,IM,BOP,CP,SA,Q
SJVS,68,B5,IM,BOP,CVM,SA,A
SJVS,68,B5,IM,BOP,CVM,SA,M
SJVS,68,B5,IM,BOP,CVM,SA,Q
SJWC,68,D5,EX,BOP,CP,SA,A
SJWC,68,D5,EX,BOP,CP,SA,M
SJWC,68,D5,EX,BOP,CP,SA,Q
SJWP,68,D5,EX,BOP,CVM,SA,A
SJWP,68,D5,EX,BOP,CVM,SA,M
SJWP,68,D5,EX,BOP,CVM,SA,Q
SJXA,68,D5,IM,BOP,CP,SA,A
SJXA,68,D5,IM,BOP,CP,SA,M
SJXA,68,D5,IM,BOP,CP,SA,Q
SJXD,68,D5,IM,BOP,CVM,SA,A
SJXD,68,D5,IM,BOP,CVM,SA,M
SJXD,68,D5,IM,BOP,CVM,SA,Q
EHBU,68,W1,BAL,BOP,CP,SA,A
EHBU,68,W1,BAL,BOP,CP,SA,M
EHBU,68,W1,BAL,BOP,CP,SA,Q
BQQG,68,W1,EX,BOP,CP,SA,A
BQQG,68,W1,EX,BOP,CP,SA,M
BQQG,68,W1,EX,BOP,CP,SA,Q
OGRL,68,W1,EX,BOP,CVM,SA,A
OGRL,68,W1,EX,BOP,CVM,SA,M
OGRL,68,W1,EX,BOP,CVM,SA,Q
EHAM,68,W1,IM,BOP,CP,SA,A
EHAM,68,W1,IM,BOP,CP,SA,M
EHAM,68,W1,IM,BOP,CP,SA,Q
OGTE,68,W1,IM,BOP,CVM,SA,A
OGTE,68,W1,IM,BOP,CVM,SA,M
OGTE,68,W1,IM,BOP,CVM,SA,Q
SJTB,68lessS,B5,EX,BOP,CP,SA,A
SJTB,68lessS,B5,EX,BOP,CP,SA,M
SJTB,68lessS,B5,EX,BOP,CP,SA,Q
SJTE,68lessS,B5,EX,BOP,CVM,SA,A
SJTE,68lessS,B5,EX,BOP,CVM,SA,M
SJTE,68lessS,B5,EX,BOP,CVM,SA,Q
SJTO,68lessS,B5,IM,BOP,CP,SA,A
SJTO,68lessS,B5,IM,BOP,CP,SA,M
SJTO,68lessS,B5,IM,BOP,CP,SA,Q
SJTR,68lessS,B5,IM,BOP,CVM,SA,A
SJTR,68lessS,B5,IM,BOP,CVM,SA,M
SJTR,68lessS,B5,IM,BOP,CVM,SA,Q
SJUB,68lessS,D5,EX,BOP,CP,SA,A
SJUB,68lessS,D5,EX,BOP,CP,SA,M
SJUB,68lessS,D5,EX,BOP,CP,SA,Q
SJUE,68lessS,D5,EX,BOP,CVM,SA,A
SJUE,68lessS,D5,EX,BOP,CVM,SA,M
SJUE,68lessS,D5,EX,BOP,CVM,SA,Q
SJUO,68lessS,D5,IM,BOP,CP,SA,A
SJUO,68lessS,D5,IM,BOP,CP,SA,M
SJUO,68lessS,D5,IM,BOP,CP,SA,Q
SJUR,68lessS,D5,IM,BOP,CVM,SA,A
SJUR,68lessS,D5,IM,BOP,CVM,SA,M
SJUR,68lessS,D5,IM,BOP,CVM,SA,Q
OAEX,68lessS,W1,BAL,BOP,CP,SA,A
OAEX,68lessS,W1,BAL,BOP,CP,SA,M
OAEX,68lessS,W1,BAL,BOP,CP,SA,Q
OKCZ,68lessS,W1,EX,BOP,CP,SA,A
OKCZ,68lessS,W1,EX,BOP,CP,SA,M
OKCZ,68lessS,W1,EX,BOP,CP,SA,Q
OKQJ,68lessS,W1,EX,BOP,CVM,SA,A
OKQJ,68lessS,W1,EX,BOP,CVM,SA,M
OKQJ,68lessS,W1,EX,BOP,CVM,SA,Q
OKEL,68lessS,W1,IM,BOP,CP,SA,A
OKEL,68lessS,W1,IM,BOP,CP,SA,M
OKEL,68lessS,W1,IM,BOP,CP,SA,Q
OKRV,68lessS,W1,IM,BOP,CVM,SA,A
OKRV,68lessS,W1,IM,BOP,CVM,SA,M
OKRV,68lessS,W1,IM,BOP,CVM,SA,Q
SJXN,68S,B5,EX,BOP,CP,SA,A
SJXN,68S,B5,EX,BOP,CP,SA,M
SJXN,68S,B5,EX,BOP,CP,SA,Q
SJXQ,68S,B5,EX,BOP,CVM,SA,A
SJXQ,68S,B5,EX,BOP,CVM,SA,M
SJXQ,68S,B5,EX,BOP,CVM,SA,Q
SJYG,68S,B5,IM,BOP,CP,SA,A
SJYG,68S,B5,IM,BOP,CP,SA,M
SJYG,68S,B5,IM,BOP,CP,SA,Q
SJYK,68S,B5,IM,BOP,CVM,SA,A
SJYK,68S,B5,IM,BOP,CVM,SA,M
SJYK,68S,B5,IM,BOP,CVM,SA,Q
SJYU,68S,D5,EX,BOP,CP,SA,A
SJYU,68S,D5,EX,BOP,CP,SA,M
SJYU,68S,D5,EX,BOP,CP,SA,Q
SJYX,68S,D5,EX,BOP,CVM,SA,A
SJYX,68S,D5,EX,BOP,CVM,SA,M
SJYX,68S,D5,EX,BOP,CVM,SA,Q
SJZH,68S,D5,IM,BOP,CP,SA,A
SJZH,68S,D5,IM,BOP,CP,SA,M
SJZH,68S,D5,IM,BOP,CP,SA,Q
SJZO,68S,D5,IM,BOP,CVM,SA,A
SJZO,68S,D5,IM,BOP,CVM,SA,M
SJZO,68S,D5,IM,BOP,CVM,SA,Q
QALT,68S,W1,BAL,BOP,CP,SA,A
QALT,68S,W1,BAL,BOP,CP,SA,M
QALT,68S,W1,BAL,BOP,CP,SA,Q
QALR,68S,W1,EX,BOP,CP,SA,A
QALR,68S,W1,EX,BOP,CP,SA,M
QALR,68S,W1,EX,BOP,CP,SA,Q
BPEJ,68S,W1,EX,BOP,CVM,SA,A
BPEJ,68S,W1,EX,BOP,CVM,SA,M
BPEJ,68S,W1,EX,BOP,CVM,SA,Q
QALS,68S,W1,IM,BOP,CP,SA,A
QALS,68S,W1,IM,BOP,CP,SA,M
QALS,68S,W1,IM,BOP,CP,SA,Q
BQFT,68S,W1,IM,BOP,CVM,SA,A
BQFT,68S,W1,IM,BOP,CVM,SA,M
BQFT,68S,W1,IM,BOP,CVM,SA,Q
SKAB,69,B5,EX,BOP,CP,SA,A
SKAB,69,B5,EX,BOP,CP,SA,M
SKAB,69,B5,EX,BOP,CP,SA,Q
SKAE,69,B5,EX,BOP,CVM,SA,A
SKAE,69,B5,EX,BOP,CVM,SA,M
SKAE,69,B5,EX,BOP,CVM,SA,Q
SKAO,69,B5,IM,BOP,CP,SA,A
SKAO,69,B5,IM,BOP,CP,SA,M
SKAO,69,B5,IM,BOP,CP,SA,Q
SKAR,69,B5,IM,BOP,CVM,SA,A
SKAR,69,B5,IM,BOP,CVM,SA,M
SKAR,69,B5,IM,BOP,CVM,SA,Q
SKBD,69,D5,EX,BOP,CP,SA,A
SKBD,69,D5,EX,BOP,CP,SA,M
SKBD,69,D5,EX,BOP,CP,SA,Q
SKBH,69,D5,EX,BOP,CVM,SA,A
SKBH,69,D5,EX,BOP,CVM,SA,M
SKBH,69,D5,EX,BOP,CVM,SA,Q
SKBR,69,D5,IM,BOP,CP,SA,A
SKBR,69,D5,IM,BOP,CP,SA,M
SKBR,69,D5,IM,BOP,CP,SA,Q
SKBU,69,D5,IM,BOP,CVM,SA,A
SKBU,69,D5,IM,BOP,CVM,SA,M
SKBU,69,D5,IM,BOP,CVM,SA,Q
EHBV,69,W1,BAL,BOP,CP,SA,A
EHBV,69,W1,BAL,BOP,CP,SA,M
EHBV,69,W1,BAL,BOP,CP,SA,Q
BQQH,69,W1,EX,BOP,CP,SA,A
BQQH,69,W1,EX,BOP,CP,SA,M
BQQH,69,W1,EX,BOP,CP,SA,Q
OGRM,69,W1,EX,BOP,CVM,SA,A
OGRM,69,W1,EX,BOP,CVM,SA,M
OGRM,69,W1,EX,BOP,CVM,SA,Q
EHAN,69,W1,IM,BOP,CP,SA,A
EHAN,69,W1,IM,BOP,CP,SA,M
EHAN,69,W1,IM,BOP,CP,SA,Q
OGTF,69,W1,IM,BOP,CVM,SA,A
OGTF,69,W1,IM,BOP,CVM,SA,M
OGTF,69,W1,IM,BOP,CVM,SA,Q
SFJD,7and8,B5,BAL,BOP,CP,SA,A
SFJD,7and8,B5,BAL,BOP,CP,SA,M
SFJD,7and8,B5,BAL,BOP,CP,SA,Q
SFJH,7and8,B5,EX,BOP,CP,SA,A
SFJH,7and8,B5,EX,BOP,CP,SA,M
SFJH,7and8,B5,EX,BOP,CP,SA,Q
SFJK,7and8,B5,EX,BOP,CVM,SA,A
SFJK,7and8,B5,EX,BOP,CVM,SA,M
SFJK,7and8,B5,EX,BOP,CVM,SA,Q
SFJF,7and8,B5,EX,BOP,IDEF,SA,A
SFJF,7and8,B5,EX,BOP,IDEF,SA,M
SFJF,7and8,B5,EX,BOP,IDEF,SA,Q
SFKA,7and8,B5,IM,BOP,CP,SA,A
SFKA,7and8,B5,IM,BOP,CP,SA,M
SFKA,7and8,B5,IM,BOP,CP,SA,Q
SFKD,7and8,B5,IM,BOP,CVM,SA,A
SFKD,7and8,B5,IM,BOP,CVM,SA,M
SFKD,7and8,B5,IM,BOP,CVM,SA,Q
SFJY,7and8,B5,IM,BOP,IDEF,SA,A
SFJY,7and8,B5,IM,BOP,IDEF,SA,M
SFJY,7and8,B5,IM,BOP,IDEF,SA,Q
SFKU,7and8,D5,BAL,BOP,CP,SA,A
SFKU,7and8,D5,BAL,BOP,CP,SA,M
SFKU,7and8,D5,BAL,BOP,CP,SA,Q
SFKY,7and8,D5,EX,BOP,CP,SA,A
SFKY,7and8,D5,EX,BOP,CP,SA,M
SFKY,7and8,D5,EX,BOP,CP,SA,Q
SFLC,7and8,D5,EX,BOP,CVM,SA,A
SFLC,7and8,D5,EX,BOP,CVM,SA,M
SFLC,7and8,D5,EX,BOP,CVM,SA,Q
SFKW,7and8,D5,EX,BOP,IDEF,SA,A
SFKW,7and8,D5,EX,BOP,IDEF,SA,M
SFKW,7and8,D5,EX,BOP,IDEF,SA,Q
SFLR,7and8,D5,IM,BOP,CP,SA,A
SFLR,7and8,D5,IM,BOP,CP,SA,M
SFLR,7and8,D5,IM,BOP,CP,SA,Q
SFLU,7and8,D5,IM,BOP,CVM,SA,A
SFLU,7and8,D5,IM,BOP,CVM,SA,M
SFLU,7and8,D5,IM,BOP,CVM,SA,Q
SFLP,7and8,D5,IM,BOP,IDEF,SA,A
SFLP,7and8,D5,IM,BOP,IDEF,SA,M
SFLP,7and8,D5,IM,BOP,IDEF,SA,Q
BQOV,7and8,W1,BAL,BOP,CP,NSA,A
BQOV,7and8,W1,BAL,BOP,CP,NSA,M
BQOV,7and8,W1,BAL,BOP,CP,NSA,Q
ELBI,7and8,W1,BAL,BOP,CP,SA,A
ELBI,7and8,W1,BAL,BOP,CP,SA,M
ELBI,7and8,W1,BAL,BOP,CP,SA,Q
BQMQ,7and8,W1,EX,BOP,CP,NSA,A
BQMQ,7and8,W1,EX,BOP,CP,NSA,M
BQMQ,7and8,W1,EX,BOP,CP,NSA,Q
BOPP,7and8,W1,EX,BOP,CP,SA,A
BOPP,7and8,W1,EX,BOP,CP,SA,M
BOPP,7and8,W1,EX,BOP,CP,SA,Q
BOXE,7and8,W1,EX,BOP,CVM,SA,A
BOXE,7and8,W1,EX,BOP,CVM,SA,M
BOXE,7and8,W1,EX,BOP,CVM,SA,Q
BOVE,7and8,W1,EX,BOP,IDEF,SA,A
BOVE,7and8,W1,EX,BOP,IDEF,SA,M
BOVE,7and8,W1,EX,BOP,IDEF,SA,Q
BQMY,7and8,W1,IM,BOP,CP,NSA,
BQMY,7and8,W1,IM,BOP,CP,NSA,A
BQMY,7and8,W1,IM,BOP,CP,NSA,Q
BQAV,7and8,W1,IM,BOP,CP,SA,A
BQAV,7and8,W1,IM,BOP,CP,SA,M
BQAV,7and8,W1,IM,BOP,CP,SA,Q
BPIE,7and8,W1,IM,BOP,CVM,SA,A
BPIE,7and8,W1,IM,BOP,CVM,SA,M
BPIE,7and8,W1,IM,BOP,CVM,SA,Q
BPGE,7and8,W1,IM,BOP,IDEF,SA,A
BPGE,7and8,W1,IM,BOP,IDEF,SA,M
BPGE,7and8,W1,IM,BOP,IDEF,SA,Q
CTVF,7,B5,BAL,BOP,CP,SA,A
CTVF,7,B5,BAL,BOP,CP,SA,M
CTVF,7,B5,BAL,BOP,CP,SA,Q
CTXZ,7,B5,BAL,BOP,CVM,SA,A
CTXZ,7,B5,BAL,BOP,CVM,SA,M
CTXZ,7,B5,BAL,BOP,CVM,SA,Q
SMLW,7,B5,EX,BOP,CP,SA,A
SMLW,7,B5,EX,BOP,CP,SA,M
SMLW,7,B5,EX,BOP,CP,SA,Q
SMLZ,7,B5,EX,BOP,CVM,SA,A
SMLZ,7,B5,EX,BOP,CVM,SA,M
SMLZ,7,B5,EX,BOP,CVM,SA,Q
CTXF,7,B5,EX,BOP,IDEF,SA,A
CTXF,7,B5,EX,BOP,IDEF,SA,M
CTXF,7,B5,EX,BOP,IDEF,SA,Q
SMMJ,7,B5,IM,BOP,CP,SA,A
SMMJ,7,B5,IM,BOP,CP,SA,M
SMMJ,7,B5,IM,BOP,CP,SA,Q
SMMM,7,B5,IM,BOP,CVM,SA,A
SMMM,7,B5,IM,BOP,CVM,SA,M
SMMM,7,B5,IM,BOP,CVM,SA,Q
CTXG,7,B5,IM,BOP,IDEF,SA,A
CTXG,7,B5,IM,BOP,IDEF,SA,M
CTXG,7,B5,IM,BOP,IDEF,SA,Q
CTVN,7,D5,BAL,BOP,CP,SA,A
CTVN,7,D5,BAL,BOP,CP,SA,M
CTVN,7,D5,BAL,BOP,CP,SA,Q
CTYL,7,D5,BAL,BOP,CVM,SA,A
CTYL,7,D5,BAL,BOP,CVM,SA,M
CTYL,7,D5,BAL,BOP,CVM,SA,Q
SMMZ,7,D5,EX,BOP,CP,SA,A
SMMZ,7,D5,EX,BOP,CP,SA,M
SMMZ,7,D5,EX,BOP,CP,SA,Q
SMNC,7,D5,EX,BOP,CVM,SA,A
SMNC,7,D5,EX,BOP,CVM,SA,M
SMNC,7,D5,EX,BOP,CVM,SA,Q
CTZA,7,D5,EX,BOP,IDEF,SA,A
CTZA,7,D5,EX,BOP,IDEF,SA,M
CTZA,7,D5,EX,BOP,IDEF,SA,Q
SMNM,7,D5,IM,BOP,CP,SA,A
SMNM,7,D5,IM,BOP,CP,SA,M
SMNM,7,D5,IM,BOP,CP,SA,Q
SMNP,7,D5,IM,BOP,CVM,SA,A
SMNP,7,D5,IM,BOP,CVM,SA,M
SMNP,7,D5,IM,BOP,CVM,SA,Q
CTZB,7,D5,IM,BOP,IDEF,SA,A
CTZB,7,D5,IM,BOP,IDEF,SA,M
CTZB,7,D5,IM,BOP,IDEF,SA,Q
EHBW,7,W1,BAL,BOP,CP,SA,A
EHBW,7,W1,BAL,BOP,CP,SA,M
EHBW,7,W1,BAL,BOP,CP,SA,Q
CTWC,7,W1,BAL,BOP,CVM,SA,A
CTWC,7,W1,BAL,BOP,CVM,SA,M
CTWC,7,W1,BAL,BOP,CVM,SA,Q
BQQI,7,W1,EX,BOP,CP,SA,A
BQQI,7,W1,EX,BOP,CP,SA,M
BQQI,7,W1,EX,BOP,CP,SA,Q
OGRN,7,W1,EX,BOP,CVM,SA,A
OGRN,7,W1,EX,BOP,CVM,SA,M
OGRN,7,W1,EX,BOP,CVM,SA,Q
EDHY,7,W1,EX,BOP,IDEF,SA,A
EDHY,7,W1,EX,BOP,IDEF,SA,M
EDHY,7,W1,EX,BOP,IDEF,SA,Q
EHAO,7,W1,IM,BOP,CP,SA,A
EHAO,7,W1,IM,BOP,CP,SA,M
EHAO,7,W1,IM,BOP,CP,SA,Q
OGTG,7,W1,IM,BOP,CVM,SA,A
OGTG,7,W1,IM,BOP,CVM,SA,M
OGTG,7,W1,IM,BOP,CVM,SA,Q
EDHZ,7,W1,IM,BOP,IDEF,SA,A
EDHZ,7,W1,IM,BOP,IDEF,SA,M
EDHZ,7,W1,IM,BOP,IDEF,SA,Q
SMPV,71to77,B5,EX,BOP,CP,SA,A
SMPV,71to77,B5,EX,BOP,CP,SA,M
SMPV,71to77,B5,EX,BOP,CP,SA,Q
SMPY,71to77,B5,EX,BOP,CVM,SA,A
SMPY,71to77,B5,EX,BOP,CVM,SA,M
SMPY,71to77,B5,EX,BOP,CVM,SA,Q
SMQI,71to77,B5,IM,BOP,CP,SA,A
SMQI,71to77,B5,IM,BOP,CP,SA,M
SMQI,71to77,B5,IM,BOP,CP,SA,Q
SMQL,71to77,B5,IM,BOP,CVM,SA,A
SMQL,71to77,B5,IM,BOP,CVM,SA,M
SMQL,71to77,B5,IM,BOP,CVM,SA,Q
SMQV,71to77,D5,EX,BOP,CP,SA,A
SMQV,71to77,D5,EX,BOP,CP,SA,M
SMQV,71to77,D5,EX,BOP,CP,SA,Q
SMQY,71to77,D5,EX,BOP,CVM,SA,A
SMQY,71to77,D5,EX,BOP,CVM,SA,M
SMQY,71to77,D5,EX,BOP,CVM,SA,Q
SMRI,71to77,D5,IM,BOP,CP,SA,A
SMRI,71to77,D5,IM,BOP,CP,SA,M
SMRI,71to77,D5,IM,BOP,CP,SA,Q
SMRL,71to77,D5,IM,BOP,CVM,SA,A
SMRL,71to77,D5,IM,BOP,CVM,SA,M
SMRL,71to77,D5,IM,BOP,CVM,SA,Q
EHBX,71to77,W1,BAL,BOP,CP,SA,A
EHBX,71to77,W1,BAL,BOP,CP,SA,M
EHBX,71to77,W1,BAL,BOP,CP,SA,Q
BQQJ,71to77,W1,EX,BOP,CP,SA,A
BQQJ,71to77,W1,EX,BOP,CP,SA,M
BQQJ,71to77,W1,EX,BOP,CP,SA,Q
OGRO,71to77,W1,EX,BOP,CVM,SA,A
OGRO,71to77,W1,EX,BOP,CVM,SA,M
OGRO,71to77,W1,EX,BOP,CVM,SA,Q
EHAP,71to77,W1,IM,BOP,CP,SA,A
EHAP,71to77,W1,IM,BOP,CP,SA,M
EHAP,71to77,W1,IM,BOP,CP,SA,Q
OGTH,71to77,W1,IM,BOP,CVM,SA,A
OGTH,71to77,W1,IM,BOP,CVM,SA,M
OGTH,71to77,W1,IM,BOP,CVM,SA,Q
SHKQ,7M,B5,EX,BOP,CP,SA,A
SHKQ,7M,B5,EX,BOP,CP,SA,M
SHKQ,7M,B5,EX,BOP,CP,SA,Q
SHKT,7M,B5,EX,BOP,CVM,SA,A
SHKT,7M,B5,EX,BOP,CVM,SA,M
SHKT,7M,B5,EX,BOP,CVM,SA,Q
SHLD,7M,B5,IM,BOP,CP,SA,A
SHLD,7M,B5,IM,BOP,CP,SA,M
SHLD,7M,B5,IM,BOP,CP,SA,Q
SHLG,7M,B5,IM,BOP,CVM,SA,A
SHLG,7M,B5,IM,BOP,CVM,SA,M
SHLG,7M,B5,IM,BOP,CVM,SA,Q
SHLQ,7M,D5,EX,BOP,CP,SA,A
SHLQ,7M,D5,EX,BOP,CP,SA,M
SHLQ,7M,D5,EX,BOP,CP,SA,Q
SHLT,7M,D5,EX,BOP,CVM,SA,A
SHLT,7M,D5,EX,BOP,CVM,SA,M
SHLT,7M,D5,EX,BOP,CVM,SA,Q
SHMD,7M,D5,IM,BOP,CP,SA,A
SHMD,7M,D5,IM,BOP,CP,SA,M
SHMD,7M,D5,IM,BOP,CP,SA,Q
SHMG,7M,D5,IM,BOP,CVM,SA,A
SHMG,7M,D5,IM,BOP,CVM,SA,M
SHMG,7M,D5,IM,BOP,CVM,SA,Q
EHBY,7M,W1,BAL,BOP,CP,SA,A
EHBY,7M,W1,BAL,BOP,CP,SA,M
EHBY,7M,W1,BAL,BOP,CP,SA,Q
BQQK,7M,W1,EX,BOP,CP,SA,A
BQQK,7M,W1,EX,BOP,CP,SA,M
BQQK,7M,W1,EX,BOP,CP,SA,Q
OGRP,7M,W1,EX,BOP,CVM,SA,A
OGRP,7M,W1,EX,BOP,CVM,SA,M
OGRP,7M,W1,EX,BOP,CVM,SA,Q
EHAQ,7M,W1,IM,BOP,CP,SA,A
EHAQ,7M,W1,IM,BOP,CP,SA,M
EHAQ,7M,W1,IM,BOP,CP,SA,Q
OGTI,7M,W1,IM,BOP,CVM,SA,A
OGTI,7M,W1,IM,BOP,CVM,SA,M
OGTI,7M,W1,IM,BOP,CVM,SA,Q
SHMQ,7MC,B5,EX,BOP,CP,SA,A
SHMQ,7MC,B5,EX,BOP,CP,SA,M
SHMQ,7MC,B5,EX,BOP,CP,SA,Q
SHMT,7MC,B5,EX,BOP,CVM,SA,A
SHMT,7MC,B5,EX,BOP,CVM,SA,M
SHMT,7MC,B5,EX,BOP,CVM,SA,Q
SHND,7MC,B5,IM,BOP,CP,SA,A
SHND,7MC,B5,IM,BOP,CP,SA,M
SHND,7MC,B5,IM,BOP,CP,SA,Q
SHNG,7MC,B5,IM,BOP,CVM,SA,A
SHNG,7MC,B5,IM,BOP,CVM,SA,M
SHNG,7MC,B5,IM,BOP,CVM,SA,Q
SHNQ,7MC,D5,EX,BOP,CP,SA,A
SHNQ,7MC,D5,EX,BOP,CP,SA,M
SHNQ,7MC,D5,EX,BOP,CP,SA,Q
SHNT,7MC,D5,EX,BOP,CVM,SA,A
SHNT,7MC,D5,EX,BOP,CVM,SA,M
SHNT,7MC,D5,EX,BOP,CVM,SA,Q
SHOD,7MC,D5,IM,BOP,CP,SA,A
SHOD,7MC,D5,IM,BOP,CP,SA,M
SHOD,7MC,D5,IM,BOP,CP,SA,Q
SHOG,7MC,D5,IM,BOP,CVM,SA,A
SHOG,7MC,D5,IM,BOP,CVM,SA,M
SHOG,7MC,D5,IM,BOP,CVM,SA,Q
OAFR,7MC,W1,BAL,BOP,CP,SA,A
OAFR,7MC,W1,BAL,BOP,CP,SA,M
OAFR,7MC,W1,BAL,BOP,CP,SA,Q
OKDB,7MC,W1,EX,BOP,CP,SA,A
OKDB,7MC,W1,EX,BOP,CP,SA,M
OKDB,7MC,W1,EX,BOP,CP,SA,Q
OKQL,7MC,W1,EX,BOP,CVM,SA,A
OKQL,7MC,W1,EX,BOP,CVM,SA,M
OKQL,7MC,W1,EX,BOP,CVM,SA,Q
OKEN,7MC,W1,IM,BOP,CP,SA,A
OKEN,7MC,W1,IM,BOP,CP,SA,M
OKEN,7MC,W1,IM,BOP,CP,SA,Q
OKRX,7MC,W1,IM,BOP,CVM,SA,A
OKRX,7MC,W1,IM,BOP,CVM,SA,M
OKRX,7MC,W1,IM,BOP,CVM,SA,Q
SHOQ,7MI,B5,EX,BOP,CP,SA,A
SHOQ,7MI,B5,EX,BOP,CP,SA,M
SHOQ,7MI,B5,EX,BOP,CP,SA,Q
SHOT,7MI,B5,EX,BOP,CVM,SA,A
SHOT,7MI,B5,EX,BOP,CVM,SA,M
SHOT,7MI,B5,EX,BOP,CVM,SA,Q
SHPD,7MI,B5,IM,BOP,CP,SA,A
SHPD,7MI,B5,IM,BOP,CP,SA,M
SHPD,7MI,B5,IM,BOP,CP,SA,Q
SHPG,7MI,B5,IM,BOP,CVM,SA,A
SHPG,7MI,B5,IM,BOP,CVM,SA,M
SHPG,7MI,B5,IM,BOP,CVM,SA,Q
SHPR,7MI,D5,EX,BOP,CP,SA,A
SHPR,7MI,D5,EX,BOP,CP,SA,M
SHPR,7MI,D5,EX,BOP,CP,SA,Q
SHPU,7MI,D5,EX,BOP,CVM,SA,A
SHPU,7MI,D5,EX,BOP,CVM,SA,M
SHPU,7MI,D5,EX,BOP,CVM,SA,Q
